batsman,bowler,0,1,2,3,4,5,6,wickets,balls
KC Sangakkara,HV Patel,0.2,0.8,0,0,0,0,0,0,5
JP Duminy,HV Patel,0.333333333333333,0.476190476190476,0,0,0.190476190476191,0,0,0,21
PA Patel,M Muralitharan,0.272727272727273,0.363636363636364,0.181818181818182,0,0.090909090909091,0,0,0.090909090909091,11
PA Patel,HV Patel,0.2,0.4,0.2,0,0.2,0,0,0,5
PA Patel,TM Dilshan,0.25,0.75,0,0,0,0,0,0,4
JP Duminy,TM Dilshan,0,1,0,0,0,0,0,0,2
A Ashish Reddy,R Vinay Kumar,0.166666666666667,0.5,0.083333333333333,0,0,0,0.083333333333333,0.166666666666667,12
CH Gayle,MS Gony,0.222222222222222,0.222222222222222,0.037037037037037,0,0.222222222222222,0,0.259259259259259,0.037037037037037,27
V Kohli,DW Steyn,0.384615384615385,0.384615384615385,0.115384615384615,0,0.115384615384615,0,0,0,26
SS Tiwary,DW Steyn,0.2,0.6,0,0,0,0,0.2,0,5
V Kohli,V Pratap Singh,0.428571428571429,0.571428571428571,0,0,0,0,0,0,7
AB de Villiers,A Mishra,0.4,0.466666666666667,0.066666666666667,0,0,0,0,0.066666666666667,15
SS Tiwary,A Ashish Reddy,0.285714285714286,0.428571428571429,0.285714285714286,0,0,0,0,0,7
SS Tiwary,V Pratap Singh,0.333333333333333,0.166666666666667,0,0,0.166666666666667,0,0.166666666666667,0.166666666666667,6
R Vinay Kumar,DW Steyn,0.5,0.166666666666667,0,0,0.166666666666667,0,0,0.166666666666667,6
R Vinay Kumar,A Mishra,0.3,0.7,0,0,0,0,0,0,10
R Vinay Kumar,V Pratap Singh,0,0.666666666666667,0,0,0.333333333333333,0,0,0,3
HV Patel,V Pratap Singh,0,1,0,0,0,0,0,0,2
HV Patel,A Ashish Reddy,0,1,0,0,0,0,0,0,3
R Vinay Kumar,A Ashish Reddy,0.5,0,0,0,0,0,0,0.5,2
M Muralitharan,A Ashish Reddy,0.5,0,0,0,0,0,0,0.5,2
P Parameswaran,A Ashish Reddy,1,0,0,0,0,0,0,0,1
S Sohal,P Kumar,0,0.666666666666667,0,0,0.333333333333333,0,0,0,3
KC Sangakkara,RJ Harris,0.111111111111111,0.555555555555556,0.111111111111111,0,0.111111111111111,0,0.111111111111111,0,9
KC Sangakkara,R McLaren,0.333333333333333,0.444444444444444,0.111111111111111,0,0.111111111111111,0,0,0,9
S Dhawan,R McLaren,0,0.555555555555556,0,0,0.444444444444444,0,0,0,9
KC Sangakkara,VS Malik,0.2,0.8,0,0,0,0,0,0,5
KC Sangakkara,AM Nayar,0,0.5,0.25,0,0.25,0,0,0,4
S Dhawan,AM Nayar,0,1,0,0,0,0,0,0,2
KC Sangakkara,PP Chawla,0.5,0.25,0,0,0,0,0,0.25,4
JP Duminy,PC Valthaty,0.111111111111111,0.888888888888889,0,0,0,0,0,0,9
S Dhawan,PC Valthaty,0.285714285714286,0.642857142857143,0,0,0,0,0,0.071428571428572,14
B Chipli,PC Valthaty,0.5,0.166666666666667,0,0,0.166666666666667,0,0,0.166666666666667,6
B Chipli,P Kumar,0.666666666666667,0.333333333333333,0,0,0,0,0,0,3
B Chipli,PP Chawla,0,0.5,0.25,0,0.25,0,0,0,4
DT Christian,PC Valthaty,0.333333333333333,0.111111111111111,0.222222222222222,0,0.111111111111111,0,0.111111111111111,0.111111111111111,9
JP Duminy,R McLaren,0.5,0,0,0,0,0,0,0.5,2
DT Christian,R McLaren,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0,3
MS Gony,R McLaren,0.5,0,0,0,0,0,0,0.5,2
DB Ravi Teja,R McLaren,0,0.25,0.25,0,0.5,0,0,0,4
DB Ravi Teja,PC Valthaty,0.384615384615385,0.384615384615385,0.076923076923077,0.076923076923077,0,0,0,0.076923076923077,13
A Mishra,PC Valthaty,0.5,0,0,0,0,0,0,0.5,2
DB Ravi Teja,RJ Harris,0,0.666666666666667,0.166666666666667,0,0.166666666666667,0,0,0,6
DW Steyn,RJ Harris,0.5,0.5,0,0,0,0,0,0,2
AC Gilchrist,DW Steyn,0.450980392156863,0.352941176470588,0.058823529411765,0,0.098039215686275,0,0.019607843137255,0.019607843137255,51
PC Valthaty,DW Steyn,0.666666666666667,0.111111111111111,0,0,0.166666666666667,0,0,0.055555555555556,18
PC Valthaty,I Sharma,0.6,0.3,0,0,0,0,0.1,0,10
PC Valthaty,MS Gony,0.25,0.125,0,0,0.5,0,0.125,0,8
AC Gilchrist,MS Gony,0.409090909090909,0.318181818181818,0.045454545454546,0,0.136363636363636,0,0.045454545454546,0.045454545454546,22
AC Gilchrist,A Mishra,0.424242424242424,0.303030303030303,0.090909090909091,0,0.03030303030303,0,0.090909090909091,0.060606060606061,33
PC Valthaty,A Mishra,0.5,0.222222222222222,0,0,0.111111111111111,0,0.055555555555556,0.111111111111111,18
AC Gilchrist,DT Christian,0.307692307692308,0.076923076923077,0.153846153846154,0,0.307692307692308,0,0.076923076923077,0.076923076923077,13
PC Valthaty,DT Christian,0.333333333333333,0.666666666666667,0,0,0,0,0,0,3
AC Gilchrist,JP Duminy,0.428571428571429,0.428571428571429,0.071428571428572,0,0.071428571428572,0,0,0,14
PC Valthaty,JP Duminy,0.142857142857143,0.571428571428571,0,0,0,0,0.285714285714286,0,7
AM Nayar,DT Christian,0.5,0,0.166666666666667,0,0.333333333333333,0,0,0,6
KD Karthik,I Sharma,0.473684210526316,0.31578947368421,0.052631578947369,0,0.052631578947369,0,0,0.105263157894737,19
AM Nayar,I Sharma,0.2,0.4,0.4,0,0,0,0,0,5
AB de Villiers,Mohammed Shami,0.5,0.25,0,0,0,0,0.25,0,4
V Kohli,P Negi,0.205882352941176,0.558823529411765,0.147058823529412,0,0.029411764705882,0,0.058823529411765,0,34
AB de Villiers,P Negi,0.3,0.5,0,0,0.2,0,0,0,10
V Kohli,CR Brathwaite,0,0.888888888888889,0,0,0.111111111111111,0,0,0,9
AB de Villiers,CR Brathwaite,0.5,0,0,0,0,0,0,0.5,2
SR Watson,CR Brathwaite,0.466666666666667,0.333333333333333,0,0,0.133333333333333,0,0.066666666666667,0,15
SR Watson,Mohammed Shami,0.375,0.375,0,0,0,0,0.125,0.125,8
SN Khan,Mohammed Shami,0.5,0.5,0,0,0,0,0,0,2
KM Jadhav,CH Morris,0.428571428571429,0.428571428571429,0,0,0.142857142857143,0,0,0,7
D Wiese,Mohammed Shami,0,0.5,0.5,0,0,0,0,0,2
D Wiese,CH Morris,0,1,0,0,0,0,0,0,2
Q de Kock,S Aravind,0.24,0.48,0.04,0,0.2,0,0.04,0,25
SS Iyer,S Aravind,0.8,0,0,0,0,0,0,0.2,5
SV Samson,Parvez Rasool,0.4,0.4,0.2,0,0,0,0,0,5
Q de Kock,Parvez Rasool,0.277777777777778,0.333333333333333,0.166666666666667,0,0.222222222222222,0,0,0,18
SV Samson,SR Watson,0.454545454545455,0.363636363636364,0.090909090909091,0,0,0,0,0.090909090909091,11
Q de Kock,SR Watson,0.333333333333333,0.333333333333333,0.066666666666667,0,0.133333333333333,0,0.066666666666667,0.066666666666667,15
Q de Kock,YS Chahal,0.277777777777778,0.444444444444444,0,0,0.111111111111111,0,0.055555555555556,0.111111111111111,18
Q de Kock,HV Patel,0.294117647058824,0.411764705882353,0.058823529411765,0,0.176470588235294,0,0.058823529411765,0,17
Q de Kock,D Wiese,0,0.4375,0,0,0.4375,0,0.125,0,16
KK Nair,Parvez Rasool,0,1,0,0,0,0,0,0,1
JP Duminy,YS Chahal,0.275862068965517,0.517241379310345,0.03448275862069,0,0,0,0.172413793103448,0,29
AC Gilchrist,MM Patel,0.481481481481482,0.222222222222222,0,0,0.259259259259259,0,0.037037037037037,0,27
AC Gilchrist,YK Pathan,0.547619047619048,0.238095238095238,0.071428571428572,0,0.095238095238095,0,0,0.047619047619048,42
Shahid Afridi,YK Pathan,0.4,0,0,0,0.2,0,0.2,0.2,5
A Symonds,SR Watson,0.538461538461538,0.307692307692308,0,0,0.153846153846154,0,0,0,13
A Symonds,MM Patel,0.222222222222222,0.222222222222222,0,0.111111111111111,0.444444444444444,0,0,0,9
VVS Laxman,MM Patel,0,0,0,0,1,0,0,0,1
A Symonds,Pankaj Singh,0.333333333333333,0.666666666666667,0,0,0,0,0,0,6
VVS Laxman,Pankaj Singh,0.5,0.5,0,0,0,0,0,0,2
A Symonds,SK Trivedi,0.095238095238095,0.476190476190476,0.047619047619048,0.047619047619048,0.190476190476191,0,0.095238095238095,0.047619047619048,21
VVS Laxman,SK Trivedi,0.166666666666667,0.666666666666667,0,0,0.166666666666667,0,0,0,6
A Symonds,SK Warne,0.216216216216216,0.432432432432432,0.135135135135135,0.027027027027027,0.081081081081081,0,0.108108108108108,0,37
VVS Laxman,SK Warne,0.5,0,0,0,0,0,0,0.5,2
RG Sharma,SK Warne,0.236363636363636,0.618181818181818,0.036363636363636,0,0.036363636363636,0,0.018181818181818,0.054545454545455,55
RG Sharma,D Salunkhe,0.5,0.5,0,0,0,0,0,0,4
A Symonds,D Salunkhe,0,0.5,0,0,0,0,0.5,0,2
A Symonds,YK Pathan,0,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,3
RG Sharma,Pankaj Singh,0.25,0.25,0.25,0,0,0,0.25,0,4
RG Sharma,MM Patel,0.230769230769231,0.153846153846154,0.153846153846154,0,0.384615384615385,0,0.076923076923077,0,13
AS Yadav,MM Patel,0,0.666666666666667,0,0,0.333333333333333,0,0,0,3
AS Yadav,SR Watson,0.428571428571429,0,0.142857142857143,0,0.285714285714286,0,0,0.142857142857143,7
Kamran Akmal,WPUJC Vaas,0.5,0.166666666666667,0,0,0.166666666666667,0,0,0.166666666666667,6
GC Smith,WPUJC Vaas,0.333333333333333,0.25,0.083333333333333,0,0.25,0,0,0.083333333333333,12
Kamran Akmal,RP Singh,0.333333333333333,0.333333333333333,0,0,0,0,0.333333333333333,0,3
YK Pathan,WPUJC Vaas,0.2,0.466666666666667,0,0,0.066666666666667,0,0.266666666666667,0,15
GC Smith,PP Ojha,0.214285714285714,0.571428571428571,0,0,0.214285714285714,0,0,0,14
YK Pathan,PP Ojha,0.306122448979592,0.26530612244898,0.081632653061225,0,0.122448979591837,0,0.163265306122449,0.061224489795918,49
YK Pathan,D Kalyankrishna,0.285714285714286,0.428571428571429,0,0,0,0,0.142857142857143,0.142857142857143,7
GC Smith,D Kalyankrishna,0.125,0.625,0,0,0.125,0,0.125,0,8
GC Smith,Shahid Afridi,0.409090909090909,0.318181818181818,0.090909090909091,0,0.090909090909091,0,0.045454545454546,0.045454545454546,22
YK Pathan,Shahid Afridi,0.25,0.75,0,0,0,0,0,0,4
SR Watson,D Kalyankrishna,0.5,0.5,0,0,0,0,0,0,2
SR Watson,Shahid Afridi,0.25,0.5,0,0,0,0,0,0.25,4
GC Smith,A Symonds,0,1,0,0,0,0,0,0,2
M Kaif,A Symonds,0.222222222222222,0.333333333333333,0,0,0.111111111111111,0,0.333333333333333,0,9
M Kaif,Shahid Afridi,0.25,0.5,0,0,0,0,0,0.25,4
M Kaif,D Kalyankrishna,0,0.5,0,0,0.5,0,0,0,2
M Kaif,WPUJC Vaas,0,1,0,0,0,0,0,0,2
RA Jadeja,Shahid Afridi,0,1,0,0,0,0,0,0,1
SK Warne,Shahid Afridi,0.666666666666667,0,0,0,0.333333333333333,0,0,0,3
D Salunkhe,RP Singh,0,1,0,0,0,0,0,0,1
SK Warne,RP Singh,0.6,0.4,0,0,0,0,0,0,5
Pankaj Singh,RP Singh,0,1,0,0,0,0,0,0,1
Pankaj Singh,A Symonds,0,0.5,0.5,0,0,0,0,0,2
SK Warne,A Symonds,0,0,0,0,0.333333333333333,0,0.666666666666667,0,3
AJ Finch,A Chandila,0,0.6,0,0,0.4,0,0,0,5
RV Uthappa,KK Cooper,0.333333333333333,0.666666666666667,0,0,0,0,0,0,3
RV Uthappa,STR Binny,0.478260869565217,0.347826086956522,0.043478260869565,0,0.043478260869565,0,0.043478260869565,0.043478260869565,23
AJ Finch,SR Watson,0.375,0.5,0,0,0.125,0,0,0,8
Yuvraj Singh,STR Binny,0.5,0,0.25,0,0.125,0,0.125,0,8
MR Marsh,SR Watson,0.555555555555556,0.333333333333333,0,0,0.111111111111111,0,0,0,9
MR Marsh,JP Faulkner,0.2,0.2,0.2,0,0.2,0,0.2,0,5
MR Marsh,KK Cooper,0.285714285714286,0.428571428571429,0,0,0,0,0.285714285714286,0,7
AM Rahane,K Upadhyay,0.3,0.4,0,0,0.2,0,0.1,0,10
R Dravid,K Upadhyay,0.5,0.25,0,0,0.25,0,0,0,8
AM Rahane,WD Parnell,0.5,0.3,0,0,0.1,0,0,0.1,10
R Dravid,WD Parnell,0.5,0.25,0,0,0.166666666666667,0,0,0.083333333333333,12
SR Watson,WD Parnell,0.4,0.3,0,0,0.1,0,0.1,0.1,10
STR Binny,WD Parnell,0,0.75,0,0,0.25,0,0,0,4
SV Samson,WD Parnell,0.5,0.166666666666667,0,0,0.166666666666667,0,0.083333333333333,0.083333333333333,12
JP Faulkner,WD Parnell,0,0.5,0.5,0,0,0,0,0,2
MEK Hussey,R Sharma,0.388888888888889,0.333333333333333,0.166666666666667,0,0.111111111111111,0,0,0,18
MEK Hussey,KW Richardson,0.75,0,0,0,0,0,0,0.25,4
SK Raina,KW Richardson,0.142857142857143,0.571428571428571,0.071428571428572,0,0.142857142857143,0,0.071428571428572,0,14
WP Saha,KW Richardson,0.25,0.25,0,0,0.25,0,0.25,0,4
WP Saha,R Sharma,0.333333333333333,0.333333333333333,0,0,0,0,0,0.333333333333333,3
S Badrinath,AB Dinda,0.25,0.625,0.125,0,0,0,0,0,8
SK Raina,AM Nayar,0.214285714285714,0.5,0.142857142857143,0,0.071428571428572,0,0.071428571428572,0,14
S Badrinath,KW Richardson,0,1,0,0,0,0,0,0,2
SK Raina,LJ Wright,0,1,0,0,0,0,0,0,2
S Badrinath,LJ Wright,0.666666666666667,0,0,0,0,0,0,0.333333333333333,3
MS Dhoni,LJ Wright,0,0,0,0,0.5,0,0.5,0,2
MS Dhoni,KW Richardson,0.4,0.4,0.2,0,0,0,0,0,5
AJ Finch,JA Morkel,0.5,0,0,0,0.25,0,0.25,0,4
TL Suman,MM Sharma,0.5,0,0,0,0,0,0,0.5,2
LJ Wright,MM Sharma,0.5,0.5,0,0,0,0,0,0,2
LJ Wright,CH Morris,0.75,0.25,0,0,0,0,0,0,4
SPD Smith,JA Morkel,0.6,0.3,0,0,0.1,0,0,0,10
AM Nayar,MM Sharma,0.333333333333333,0.666666666666667,0,0,0,0,0,0,3
AM Nayar,R Ashwin,0.5,0.25,0,0,0.25,0,0,0,4
SPD Smith,R Ashwin,0.142857142857143,0.642857142857143,0.214285714285714,0,0,0,0,0,14
KW Richardson,R Ashwin,0.4,0,0,0,0.4,0,0.2,0,5
KW Richardson,JA Morkel,0,1,0,0,0,0,0,0,2
KW Richardson,RA Jadeja,0.571428571428571,0.285714285714286,0.142857142857143,0,0,0,0,0,7
KW Richardson,DJ Bravo,0,1,0,0,0,0,0,0,3
B Kumar,RA Jadeja,0.5,0.25,0,0,0.125,0,0.125,0,8
B Kumar,DJ Bravo,0.5,0.357142857142857,0.142857142857143,0,0,0,0,0,14
KW Richardson,CH Morris,0.25,0.25,0.25,0,0,0,0,0.25,4
B Kumar,CH Morris,0.2,0.6,0.2,0,0,0,0,0,5
R Sharma,DJ Bravo,0.5,0,0,0,0,0,0,0.5,2
AB Dinda,DJ Bravo,0,1,0,0,0,0,0,0,2
DA Warner,KW Richardson,0.2,0.25,0.05,0.05,0.2,0,0.25,0,20
S Dhawan,KW Richardson,0.5,0.318181818181818,0,0,0.136363636363636,0,0,0.045454545454546,22
DA Warner,Parvez Rasool,0.266666666666667,0.466666666666667,0.066666666666667,0,0.066666666666667,0,0.133333333333333,0,15
S Dhawan,Parvez Rasool,0.4,0.2,0,0,0.2,0,0,0.2,5
KS Williamson,KW Richardson,0.5,0.5,0,0,0,0,0,0,4
DA Warner,VR Aaron,0.392857142857143,0.321428571428571,0.035714285714286,0,0.178571428571429,0,0.035714285714286,0.035714285714286,28
KS Williamson,VR Aaron,0.416666666666667,0.25,0,0.083333333333333,0.25,0,0,0,12
DA Warner,HV Patel,0.366666666666667,0.233333333333333,0.033333333333333,0,0.266666666666667,0,0.1,0,30
KS Williamson,T Shamsi,0,0.833333333333333,0,0,0.166666666666667,0,0,0,6
DA Warner,T Shamsi,0.416666666666667,0.25,0.083333333333333,0,0.083333333333333,0,0.083333333333333,0.083333333333333,12
KS Williamson,Parvez Rasool,0.222222222222222,0.666666666666667,0,0,0.111111111111111,0,0,0,9
KS Williamson,SR Watson,0.25,0.375,0,0,0.25,0,0,0.125,8
MC Henriques,T Shamsi,0.166666666666667,0.333333333333333,0.166666666666667,0,0.166666666666667,0,0.166666666666667,0,6
MC Henriques,SR Watson,0.333333333333333,0.5,0.055555555555556,0,0,0,0.055555555555556,0.055555555555556,18
NV Ojha,SR Watson,0.5,0.5,0,0,0,0,0,0,4
NV Ojha,KW Richardson,0.666666666666667,0,0,0,0,0,0,0.333333333333333,3
MC Henriques,KW Richardson,0.25,0.25,0,0,0,0,0.5,0,4
DJ Hooda,T Shamsi,0,1,0,0,0,0,0,0,1
DJ Hooda,SR Watson,0,1,0,0,0,0,0,0,2
A Ashish Reddy,SR Watson,0.333333333333333,0.5,0,0,0,0,0,0.166666666666667,6
KL Rahul,B Kumar,0.142857142857143,0.285714285714286,0.142857142857143,0,0.428571428571429,0,0,0,7
AB de Villiers,Mustafizur Rahman,0.461538461538462,0.384615384615385,0.076923076923077,0,0,0,0,0.076923076923077,13
KL Rahul,Mustafizur Rahman,0,0,1,0,0,0,0,0,1
AB de Villiers,MC Henriques,0.068965517241379,0.586206896551724,0.068965517241379,0,0.172413793103448,0,0.068965517241379,0.03448275862069,29
SR Watson,BB Sran,0,1,0,0,0,0,0,0,1
Sachin Baby,MC Henriques,0.6,0.2,0,0,0.2,0,0,0,5
Sachin Baby,BB Sran,0,1,0,0,0,0,0,0,2
KM Jadhav,BB Sran,0,0,1,0,0,0,0,0,1
KM Jadhav,Mustafizur Rahman,0.3,0.4,0.2,0,0,0,0.1,0,10
Sachin Baby,A Nehra,0.5,0,0,0,0,0,0,0.5,2
KM Jadhav,A Nehra,0.142857142857143,0.428571428571429,0,0,0.285714285714286,0,0.142857142857143,0,7
Parvez Rasool,A Nehra,0,0.5,0.5,0,0,0,0,0,2
Parvez Rasool,Mustafizur Rahman,0,1,0,0,0,0,0,0,2
Parvez Rasool,B Kumar,0.5,0.166666666666667,0,0,0.166666666666667,0,0,0.166666666666667,6
MEK Hussey,RJ Harris,0.470588235294118,0.294117647058824,0,0,0.235294117647059,0,0,0,17
MEK Hussey,P Kumar,0.380952380952381,0.428571428571429,0,0,0.095238095238095,0,0.047619047619048,0.047619047619048,21
MS Dhoni,Azhar Mahmood,1,0,0,0,0,0,0,0,3
RA Jadeja,RJ Harris,0.25,0.25,0,0,0.5,0,0,0,4
DJ Bravo,DJ Hussey,0.125,0.5,0.125,0,0,0,0.25,0,8
JA Morkel,DJ Hussey,0,1,0,0,0,0,0,0,2
S Anirudha,RJ Harris,0.125,0.375,0.125,0,0.125,0,0.125,0.125,8
AC Gilchrist,BW Hilfenhaus,0.7,0.2,0,0,0.1,0,0,0,10
N Saini,JA Morkel,1,0,0,0,0,0,0,0,1
N Saini,R Ashwin,0,1,0,0,0,0,0,0,1
DJ Hussey,R Ashwin,0.263157894736842,0.421052631578947,0.105263157894737,0,0,0,0.052631578947369,0.157894736842105,19
SD Chitnis,JA Morkel,0,1,0,0,0,0,0,0,1
AC Gilchrist,VY Mahesh,0.125,0.375,0,0,0.25,0,0.25,0,8
SD Chitnis,VY Mahesh,0.333333333333333,0.333333333333333,0.166666666666667,0,0,0,0,0.166666666666667,6
SD Chitnis,BW Hilfenhaus,0.5,0,0,0,0,0,0,0.5,2
Azhar Mahmood,BW Hilfenhaus,0.5,0.25,0,0,0.25,0,0,0,4
Azhar Mahmood,JA Morkel,0.666666666666667,0,0,0,0.333333333333333,0,0,0,3
SM Katich,A Symonds,0.666666666666667,0.166666666666667,0,0,0,0,0,0.166666666666667,6
LA Pomersbach,A Symonds,0.5,0.5,0,0,0,0,0,0,2
Yuvraj Singh,RP Singh,0.25,0.5,0,0,0,0,0,0.25,4
Yuvraj Singh,RJ Harris,0.444444444444444,0.222222222222222,0.111111111111111,0,0.111111111111111,0,0.111111111111111,0,9
WA Mota,Y Venugopal Rao,0.5,0.5,0,0,0,0,0,0,4
KC Sangakkara,PP Ojha,0.3125,0.5,0,0,0.1875,0,0,0,16
WA Mota,RG Sharma,0,1,0,0,0,0,0,0,1
WA Mota,RJ Harris,0.333333333333333,0.666666666666667,0,0,0,0,0,0,3
KC Sangakkara,RP Singh,0.363636363636364,0.363636363636364,0.045454545454546,0,0.181818181818182,0,0,0.045454545454546,22
IK Pathan,RJ Harris,0.428571428571429,0.142857142857143,0,0,0.285714285714286,0,0,0.142857142857143,7
AC Gilchrist,RR Powar,0.5,0.285714285714286,0.071428571428572,0,0,0,0,0.142857142857143,14
TL Suman,RR Powar,0.5,0,0,0,0,0,0,0.5,2
A Symonds,RR Powar,0.5,0.125,0.25,0,0.125,0,0,0,8
HH Gibbs,RR Powar,0.285714285714286,0.428571428571429,0.142857142857143,0,0,0,0.142857142857143,0,7
HH Gibbs,Yuvraj Singh,0.666666666666667,0,0.166666666666667,0,0,0,0,0.166666666666667,12
DB Ravi Teja,Yuvraj Singh,0.4,0.4,0.2,0,0,0,0,0,10
DB Ravi Teja,PP Chawla,0.214285714285714,0.428571428571429,0,0,0.214285714285714,0,0.142857142857143,0,14
DB Ravi Teja,WA Mota,0,1,0,0,0,0,0,0,1
DB Ravi Teja,B Lee,0.5,0.166666666666667,0.166666666666667,0,0,0,0,0.166666666666667,6
RP Singh,IK Pathan,0.4,0.4,0,0,0,0,0,0.2,5
SR Watson,S Nadeem,0.571428571428571,0.238095238095238,0.047619047619048,0,0,0,0.095238095238095,0.047619047619048,21
OA Shah,P Negi,1,0,0,0,0,0,0,0,1
BJ Hodge,P Negi,0.5,0,0,0,0,0,0,0.5,2
AL Menaria,P Negi,0.6,0,0.2,0,0,0,0,0.2,5
SP Goswami,V Sehwag,0.375,0.5,0,0,0.125,0,0,0,8
R Dravid,V Sehwag,0,0.833333333333333,0,0,0.166666666666667,0,0,0,6
SP Goswami,S Nadeem,0.5,0.5,0,0,0,0,0,0,4
SP Goswami,M Morkel,0.454545454545455,0.272727272727273,0,0,0.272727272727273,0,0,0,11
SP Goswami,UT Yadav,0.25,0.625,0.125,0,0,0,0,0,8
AA Chavan,M Morkel,0.5,0.25,0,0,0.25,0,0,0,4
AA Chavan,UT Yadav,0,1,0,0,0,0,0,0,2
KP Pietersen,Pankaj Singh,0.5,0.25,0,0,0.25,0,0,0,8
V Sehwag,SR Watson,0.346153846153846,0.307692307692308,0,0,0.230769230769231,0,0,0.115384615384615,26
KP Pietersen,SR Watson,0.470588235294118,0.235294117647059,0.058823529411765,0,0.176470588235294,0,0,0.058823529411765,17
KP Pietersen,GB Hogg,0.222222222222222,0.222222222222222,0.444444444444444,0,0,0,0.111111111111111,0,9
Y Nagar,AA Chavan,0,0.5,0,0,0.5,0,0,0,2
Y Nagar,SR Watson,0.666666666666667,0.333333333333333,0,0,0,0,0,0,3
NV Ojha,AL Menaria,0,0,0,0,0.5,0,0.5,0,2
SK Raina,NLTC Perera,0.222222222222222,0.407407407407407,0.111111111111111,0.037037037037037,0.148148148148148,0,0.037037037037037,0.037037037037037,27
M Vijay,NLTC Perera,0.375,0.1875,0,0,0.3125,0,0,0.125,16
S Badrinath,NLTC Perera,0.2,0.8,0,0,0,0,0,0,5
SK Raina,RV Gomez,0.285714285714286,0.285714285714286,0,0,0.285714285714286,0,0.142857142857143,0,7
S Badrinath,RV Gomez,0.4,0.2,0.2,0,0,0,0,0.2,5
MS Dhoni,RV Gomez,0,1,0,0,0,0,0,0,1
JA Morkel,NLTC Perera,0,1,0,0,0,0,0,0,2
MS Dhoni,NLTC Perera,0.166666666666667,0.333333333333333,0.166666666666667,0,0.166666666666667,0,0,0.166666666666667,6
JA Morkel,RA Jadeja,0.5,0.166666666666667,0,0,0.166666666666667,0,0.166666666666667,0,6
BB McCullum,DE Bollinger,0.222222222222222,0.333333333333333,0.111111111111111,0,0.333333333333333,0,0,0,9
DPMD Jayawardene,R Ashwin,0.133333333333333,0.266666666666667,0.266666666666667,0,0.066666666666667,0,0.133333333333333,0.133333333333333,15
PA Patel,R Ashwin,0.534883720930232,0.325581395348837,0,0.023255813953488,0.046511627906977,0,0,0.069767441860465,43
PA Patel,TG Southee,0.461538461538462,0.153846153846154,0.076923076923077,0.076923076923077,0.230769230769231,0,0,0,13
PA Patel,SB Jakati,0.375,0.375,0.0625,0,0.0625,0,0.125,0,16
BJ Hodge,R Ashwin,0.153846153846154,0.461538461538462,0.230769230769231,0,0,0,0.076923076923077,0.076923076923077,13
BJ Hodge,SB Jakati,0.333333333333333,0.458333333333333,0.083333333333333,0.041666666666667,0,0,0.083333333333333,0,24
BJ Hodge,DE Bollinger,0.222222222222222,0.555555555555556,0.111111111111111,0,0.111111111111111,0,0,0,9
PA Patel,DE Bollinger,0.454545454545455,0.272727272727273,0.090909090909091,0,0.090909090909091,0,0,0.090909090909091,11
BJ Hodge,TG Southee,0.25,0.5,0,0,0.25,0,0,0,4
RA Jadeja,R Ashwin,0.166666666666667,0.5,0.166666666666667,0,0,0,0.166666666666667,0,6
DR Smith,TA Boult,0.615384615384615,0.153846153846154,0,0,0.230769230769231,0,0,0,13
DR Smith,I Sharma,0.555555555555556,0.166666666666667,0.055555555555556,0,0.111111111111111,0,0.083333333333333,0.027777777777778,36
BB McCullum,KV Sharma,0.347826086956522,0.347826086956522,0.043478260869565,0,0.043478260869565,0,0.173913043478261,0.043478260869565,23
BB McCullum,RS Bopara,0.333333333333333,0.555555555555556,0,0,0.111111111111111,0,0,0,9
SK Raina,RS Bopara,0.25,0.75,0,0,0,0,0,0,4
BB McCullum,Parvez Rasool,0.6,0,0,0,0.2,0,0.2,0,5
MS Dhoni,RS Bopara,0.272727272727273,0.454545454545455,0,0,0.272727272727273,0,0,0,11
MS Dhoni,TA Boult,0.416666666666667,0.25,0.083333333333333,0,0.166666666666667,0,0,0.083333333333333,12
DA Warner,A Nehra,0.142857142857143,0.5,0.071428571428572,0,0.285714285714286,0,0,0,14
KL Rahul,MM Sharma,0.421052631578947,0.263157894736842,0.052631578947369,0,0.210526315789474,0,0,0.052631578947369,19
DA Warner,IC Pandey,0.4,0.2,0,0,0.1,0,0.2,0.1,10
NV Ojha,IC Pandey,0,1,0,0,0,0,0,0,1
NV Ojha,R Ashwin,0.5,0.35,0.05,0,0,0,0.05,0.05,20
RS Bopara,R Ashwin,0.6,0.4,0,0,0,0,0,0,5
RS Bopara,IC Pandey,0.2,0.4,0.4,0,0,0,0,0,5
KS Williamson,IC Pandey,0,1,0,0,0,0,0,0,1
KS Williamson,RA Jadeja,0,0.666666666666667,0.333333333333333,0,0,0,0,0,3
RS Bopara,RA Jadeja,0,0.333333333333333,0,0,0,0,0.666666666666667,0,3
RS Bopara,DJ Bravo,0.571428571428571,0.142857142857143,0,0,0,0,0,0.285714285714286,7
KS Williamson,DJ Bravo,0,1,0,0,0,0,0,0,5
KV Sharma,DJ Bravo,0.333333333333333,0.428571428571429,0.095238095238095,0,0.047619047619048,0,0,0.095238095238095,21
KS Williamson,A Nehra,0.25,0.5,0.25,0,0,0,0,0,4
KV Sharma,A Nehra,0.5,0.5,0,0,0,0,0,0,2
Parvez Rasool,MM Sharma,0,1,0,0,0,0,0,0,2
