batsman,bowler,0,1,2,3,4,5,6,wickets,balls
DR Smith,JDS Neesham,0,0.5,0.25,0,0.25,0,0,0,4
SK Raina,S Nadeem,0.166666666666667,0.416666666666667,0.25,0,0.083333333333333,0,0.083333333333333,0,12
SK Raina,M Vijay,0.2,0.2,0,0,0.6,0,0,0,5
F du Plessis,M Vijay,1,0,0,0,0,0,0,0,1
F du Plessis,JDS Neesham,0.333333333333333,0.5,0,0,0.166666666666667,0,0,0,6
F du Plessis,JP Duminy,0.3,0.2,0.3,0,0.1,0,0,0.1,10
MS Dhoni,JDS Neesham,0,0,1,0,0,0,0,0,1
MS Dhoni,JD Unadkat,0.083333333333333,0.166666666666667,0.25,0,0.25,0,0.166666666666667,0.083333333333333,12
F du Plessis,JD Unadkat,0,1,0,0,0,0,0,0,1
F du Plessis,Mohammed Shami,0.333333333333333,0,0,0,0,0,0.333333333333333,0.333333333333333,3
MS Dhoni,Mohammed Shami,0.111111111111111,0.333333333333333,0.222222222222222,0,0.111111111111111,0,0.222222222222222,0,9
RA Jadeja,JD Unadkat,0.444444444444444,0.111111111111111,0.111111111111111,0,0.111111111111111,0,0.111111111111111,0.111111111111111,9
M Manhas,Mohammed Shami,0.2,0,0.2,0.2,0.4,0,0,0,5
R Ashwin,Mohammed Shami,0,1,0,0,0,0,0,0,1
MA Agarwal,IC Pandey,0.5,0.25,0,0,0,0,0,0.25,4
M Vijay,IC Pandey,0.52,0.28,0.04,0,0.12,0,0.04,0,25
M Vijay,BW Hilfenhaus,0.333333333333333,0.666666666666667,0,0,0,0,0,0,3
MA Agarwal,BW Hilfenhaus,0.75,0.25,0,0,0,0,0,0,4
KD Karthik,IC Pandey,0.4,0.2,0.066666666666667,0.066666666666667,0.2,0,0,0.066666666666667,15
M Vijay,MM Sharma,0.444444444444444,0.222222222222222,0.111111111111111,0,0.111111111111111,0,0,0.111111111111111,9
KD Karthik,MM Sharma,0.445945945945946,0.378378378378378,0.040540540540541,0,0.121621621621622,0,0.013513513513514,0,74
MK Tiwary,IC Pandey,0.666666666666667,0,0,0,0,0,0,0.333333333333333,3
JP Duminy,IC Pandey,0.5625,0.0625,0.125,0.125,0,0,0,0.125,16
JP Duminy,MM Sharma,0.066666666666667,0.533333333333333,0.066666666666667,0,0.333333333333333,0,0,0,15
LRPL Taylor,DR Smith,0.5,0.5,0,0,0,0,0,0,4
KD Karthik,DR Smith,0.235294117647059,0.411764705882353,0.117647058823529,0,0.235294117647059,0,0,0,17
LRPL Taylor,BW Hilfenhaus,0.2,0.4,0,0,0.2,0,0,0.2,5
JDS Neesham,BW Hilfenhaus,0,0.5,0.5,0,0,0,0,0,2
KD Karthik,BW Hilfenhaus,0.5,0.125,0,0,0.125,0,0.125,0.125,8
JDS Neesham,DR Smith,0.25,0.25,0.5,0,0,0,0,0,4
JDS Neesham,RA Jadeja,0.333333333333333,0.111111111111111,0.222222222222222,0,0.222222222222222,0,0,0.111111111111111,9
S Nadeem,R Ashwin,0.75,0.125,0.125,0,0,0,0,0,8
JDS Neesham,R Ashwin,0,1,0,0,0,0,0,0,1
S Nadeem,RA Jadeja,0.4,0.4,0,0,0,0,0,0.2,5
Mohammed Shami,RA Jadeja,0,1,0,0,0,0,0,0,1
Mohammed Shami,R Ashwin,0.666666666666667,0,0,0,0,0,0,0.333333333333333,3
JD Unadkat,R Ashwin,1,0,0,0,0,0,0,0,4
JD Unadkat,RA Jadeja,0,1,0,0,0,0,0,0,1
JH Kallis,Mohammed Shami,0.5,0,0,0,0,0,0,0.5,2
MK Pandey,Mohammed Shami,0.363636363636364,0.363636363636364,0.181818181818182,0,0.090909090909091,0,0,0,22
G Gambhir,Mohammed Shami,0.444444444444444,0.5,0.055555555555556,0,0,0,0,0,18
RV Uthappa,Mohammed Shami,0.227272727272727,0.636363636363636,0,0,0.136363636363636,0,0,0,22
RV Uthappa,JD Unadkat,0.222222222222222,0.5,0,0,0.166666666666667,0,0,0.111111111111111,18
MK Pandey,JD Unadkat,0.181818181818182,0.636363636363636,0.181818181818182,0,0,0,0,0,11
MK Pandey,JDS Neesham,0.2,0.4,0,0,0.4,0,0,0,5
RV Uthappa,JDS Neesham,0.2,0.4,0,0,0.2,0,0.2,0,5
MK Pandey,S Nadeem,0.266666666666667,0.5,0.033333333333333,0.033333333333333,0.1,0,0,0.066666666666667,30
RV Uthappa,JP Duminy,0.210526315789474,0.526315789473684,0,0,0.157894736842105,0,0.105263157894737,0,19
Shakib Al Hasan,JP Duminy,0.142857142857143,0.714285714285714,0.142857142857143,0,0,0,0,0,7
Shakib Al Hasan,S Nadeem,0.666666666666667,0,0,0,0,0,0.333333333333333,0,3
Shakib Al Hasan,JDS Neesham,0,1,0,0,0,0,0,0,2
Shakib Al Hasan,JD Unadkat,0,1,0,0,0,0,0,0,2
Shakib Al Hasan,NM Coulter-Nile,0.2,0.6,0,0,0.2,0,0,0,5
Shakib Al Hasan,Mohammed Shami,0,0.666666666666667,0,0,0.333333333333333,0,0,0,3
YK Pathan,Mohammed Shami,0.133333333333333,0.6,0.133333333333333,0,0.066666666666667,0,0.066666666666667,0,15
LRPL Taylor,R Vinay Kumar,0.6,0.2,0,0,0,0,0,0.2,5
LRPL Taylor,Shakib Al Hasan,0.416666666666667,0.416666666666667,0.083333333333333,0,0.083333333333333,0,0,0,12
LRPL Taylor,JH Kallis,0.473684210526316,0.31578947368421,0.105263157894737,0,0,0,0,0.105263157894737,19
JP Duminy,Shakib Al Hasan,0.428571428571429,0.428571428571429,0.071428571428572,0,0.071428571428572,0,0,0,14
JP Duminy,JH Kallis,0.214285714285714,0.428571428571429,0.071428571428572,0,0.071428571428572,0,0.214285714285714,0,14
JP Duminy,PP Chawla,0.185185185185185,0.62962962962963,0.074074074074074,0,0,0,0.074074074074074,0.037037037037037,27
JDS Neesham,PP Chawla,0.625,0.125,0,0,0,0,0.125,0.125,8
JDS Neesham,SP Narine,0.666666666666667,0.333333333333333,0,0,0,0,0,0,3
NV Ojha,BJ Hodge,0,0.2,0.2,0,0,0,0.6,0,5
RJ Quiney,BJ Hodge,0,1,0,0,0,0,0,0,1
RJ Quiney,CK Langeveldt,0.5,0,0,0,0,0,0,0.5,2
SA Asnodkar,CK Langeveldt,0.8,0,0,0,0.2,0,0,0,5
SA Asnodkar,AB Dinda,0.5,0.3,0,0,0.2,0,0,0,10
Niraj Patel,AB Dinda,0.769230769230769,0.076923076923077,0.076923076923077,0,0.076923076923077,0,0,0,13
NV Ojha,CK Langeveldt,0.75,0,0,0,0,0,0,0.25,4
J Botha,AB Agarkar,0.5,0,0,0,0.25,0,0,0.25,4
YK Pathan,AB Agarkar,0.272727272727273,0.272727272727273,0,0,0.363636363636364,0,0.090909090909091,0,11
Niraj Patel,AB Agarkar,0.4,0.4,0.2,0,0,0,0,0,5
Niraj Patel,SS Sarkar,0,1,0,0,0,0,0,0,3
YK Pathan,SS Sarkar,0,1,0,0,0,0,0,0,3
YK Pathan,CK Langeveldt,0.625,0.25,0,0,0,0,0,0.125,8
Niraj Patel,CK Langeveldt,0.5,0,0,0,0,0,0,0.5,2
RA Jadeja,LR Shukla,0.333333333333333,0.25,0.166666666666667,0,0.166666666666667,0,0,0.083333333333333,12
YK Pathan,LR Shukla,0.375,0.25,0.25,0,0.0625,0,0.0625,0,16
T Henderson,LR Shukla,1,0,0,0,0,0,0,0,1
RA Jadeja,AB Agarkar,0.466666666666667,0.466666666666667,0,0,0,0,0,0.066666666666667,15
SK Warne,AB Agarkar,0.6,0.2,0,0,0,0,0,0.2,5
SK Warne,LR Shukla,0.5,0.333333333333333,0.083333333333333,0,0.083333333333333,0,0,0,12
RA Jadeja,AB Dinda,0.272727272727273,0.636363636363636,0,0,0.090909090909091,0,0,0,11
SK Warne,AB Dinda,0.5,0.25,0.25,0,0,0,0,0,4
SK Warne,SS Sarkar,0.375,0.5,0.125,0,0,0,0,0,8
RA Jadeja,SS Sarkar,0.333333333333333,0.333333333333333,0,0,0,0,0,0.333333333333333,3
MM Patel,SS Sarkar,0,1,0,0,0,0,0,0,2
MM Patel,CK Langeveldt,0.333333333333333,0.666666666666667,0,0,0,0,0,0,3
SK Warne,CK Langeveldt,0.333333333333333,0.666666666666667,0,0,0,0,0,0,3
A Singh,AB Agarkar,0.5,0.5,0,0,0,0,0,0,2
MM Patel,AB Agarkar,0,1,0,0,0,0,0,0,1
SC Ganguly,MM Patel,0.470588235294118,0.235294117647059,0.088235294117647,0,0.088235294117647,0,0.058823529411765,0.058823529411765,34
BB McCullum,A Singh,0.333333333333333,0.333333333333333,0,0,0,0,0,0.333333333333333,3
Yashpal Singh,A Singh,0.571428571428571,0.428571428571429,0,0,0,0,0,0,7
Yashpal Singh,MM Patel,0.6875,0.125,0,0.0625,0.0625,0,0,0.0625,16
DJ Hussey,A Singh,0.666666666666667,0,0,0,0.333333333333333,0,0,0,6
BJ Hodge,MM Patel,0.375,0.375,0.125,0,0,0,0,0.125,8
DJ Hussey,MM Patel,0.461538461538462,0.307692307692308,0.115384615384615,0,0,0,0.038461538461539,0.076923076923077,26
LR Shukla,J Botha,0.466666666666667,0.4,0,0,0.066666666666667,0,0.066666666666667,0,15
LR Shukla,SK Warne,0.4,0.45,0.1,0,0,0,0.05,0,20
DJ Hussey,SK Warne,0.428571428571429,0.357142857142857,0.071428571428572,0,0.071428571428572,0,0.071428571428572,0,14
DJ Hussey,J Botha,0.333333333333333,0.5,0,0,0,0,0,0.166666666666667,6
SS Shaikh,J Botha,0.8,0.2,0,0,0,0,0,0,5
SS Shaikh,SK Warne,0,0.5,0,0,0.5,0,0,0,2
AB Agarkar,J Botha,0,1,0,0,0,0,0,0,3
AB Agarkar,SK Warne,0.2,0.8,0,0,0,0,0,0,5
LR Shukla,RA Jadeja,0.357142857142857,0.285714285714286,0.214285714285714,0,0.071428571428572,0,0,0.071428571428572,14
AB Agarkar,RA Jadeja,0.4,0.6,0,0,0,0,0,0,5
AB Agarkar,T Henderson,0.5,0.5,0,0,0,0,0,0,4
LR Shukla,T Henderson,0.428571428571429,0.285714285714286,0.142857142857143,0,0.142857142857143,0,0,0,7
AB Agarkar,A Singh,0,0.5,0.5,0,0,0,0,0,2
Q de Kock,DW Steyn,0.466666666666667,0.266666666666667,0.066666666666667,0,0.066666666666667,0,0.066666666666667,0.066666666666667,15
KP Pietersen,DW Steyn,0.473684210526316,0.368421052631579,0,0,0.105263157894737,0,0,0.052631578947369,19
KP Pietersen,B Kumar,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0,0,6
Q de Kock,B Kumar,0.48,0.4,0.04,0.04,0.04,0,0,0,25
MA Agarwal,B Kumar,0.5,0.25,0,0,0.166666666666667,0,0,0.083333333333333,12
KP Pietersen,KV Sharma,0.5,0.3,0,0,0.1,0,0.1,0,10
MA Agarwal,KV Sharma,0,1,0,0,0,0,0,0,1
KP Pietersen,MC Henriques,0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,3
MA Agarwal,MC Henriques,0.285714285714286,0.428571428571429,0.142857142857143,0,0.142857142857143,0,0,0,7
KP Pietersen,A Mishra,0.434782608695652,0.347826086956522,0,0,0.043478260869565,0,0.130434782608696,0.043478260869565,23
MA Agarwal,A Mishra,0.307692307692308,0.384615384615385,0,0,0.153846153846154,0,0,0.153846153846154,13
LR Shukla,A Mishra,0.4,0.4,0,0,0,0,0.2,0,5
KD Karthik,KV Sharma,0.454545454545455,0.318181818181818,0.045454545454546,0,0.045454545454546,0,0.045454545454546,0.090909090909091,22
LR Shukla,KV Sharma,0.333333333333333,0.666666666666667,0,0,0,0,0,0,3
LR Shukla,IK Pathan,0.142857142857143,0.857142857142857,0,0,0,0,0,0,7
LR Shukla,DW Steyn,0.333333333333333,0.166666666666667,0,0,0.333333333333333,0,0,0.166666666666667,6
LR Shukla,B Kumar,0.333333333333333,0.333333333333333,0,0,0,0,0,0.333333333333333,3
LR Shukla,MC Henriques,0.6,0,0,0,0.2,0,0,0.2,5
KM Jadhav,MC Henriques,0.3,0.4,0.1,0,0.2,0,0,0,10
JP Duminy,IK Pathan,0.2,0.75,0.05,0,0,0,0,0,20
KM Jadhav,IK Pathan,0.333333333333333,0.666666666666667,0,0,0,0,0,0,3
JP Duminy,B Kumar,0.368421052631579,0.31578947368421,0.157894736842105,0,0.052631578947369,0,0.052631578947369,0.052631578947369,19
KM Jadhav,B Kumar,0.25,0.535714285714286,0.107142857142857,0,0.107142857142857,0,0,0,28
R Shukla,DW Steyn,0.333333333333333,0.666666666666667,0,0,0,0,0,0,3
AJ Finch,Mohammed Shami,0.368421052631579,0.368421052631579,0.052631578947369,0,0.157894736842105,0,0,0.052631578947369,19
S Dhawan,Mohammed Shami,0.294117647058824,0.294117647058824,0.058823529411765,0,0.352941176470588,0,0,0,17
AJ Finch,S Kaul,0.4,0.3,0.1,0,0,0,0.1,0.1,10
S Dhawan,S Kaul,0.666666666666667,0,0,0,0,0,0,0.333333333333333,3
DA Warner,S Kaul,0.5,0,0.5,0,0,0,0,0,2
AJ Finch,Imran Tahir,0.333333333333333,0.416666666666667,0,0,0.083333333333333,0,0.083333333333333,0.083333333333333,12
DA Warner,Imran Tahir,0.125,0.6875,0.125,0,0,0,0.0625,0,16
AJ Finch,R Shukla,0.5,0,0,0,0,0,0,0.5,2
NV Ojha,R Shukla,0,0.5,0,0,0,0,0.5,0,2
DA Warner,LR Shukla,0.625,0.125,0.25,0,0,0,0,0,8
NV Ojha,LR Shukla,0,0,0,0,0,0,1,0,1
S Dhawan,JDP Oram,0.333333333333333,0.533333333333333,0,0,0.066666666666667,0.066666666666667,0,0,15
IR Jaggi,JDP Oram,0.666666666666667,0.333333333333333,0,0,0,0,0,0,6
IR Jaggi,A Singh,0.5,0.166666666666667,0,0,0.333333333333333,0,0,0,6
S Dhawan,A Singh,0.363636363636364,0.272727272727273,0,0,0.181818181818182,0,0.090909090909091,0.090909090909091,11
IR Jaggi,J Botha,0.285714285714286,0.428571428571429,0.142857142857143,0,0.142857142857143,0,0,0,7
KC Sangakkara,SK Trivedi,0.388888888888889,0.277777777777778,0,0,0.166666666666667,0,0.055555555555556,0.111111111111111,18
B Chipli,SK Trivedi,0.625,0.125,0,0,0.125,0,0,0.125,8
IR Jaggi,SK Warne,0.555555555555556,0.222222222222222,0.111111111111111,0,0,0,0,0.111111111111111,9
B Chipli,SK Warne,0.5,0.5,0,0,0,0,0,0,2
IR Jaggi,SK Trivedi,0,1,0,0,0,0,0,0,1
JP Duminy,J Botha,0.272727272727273,0.590909090909091,0.090909090909091,0,0.045454545454546,0,0,0,22
DT Christian,SK Warne,0.333333333333333,0.666666666666667,0,0,0,0,0,0,3
DT Christian,J Botha,0.181818181818182,0.545454545454545,0,0.090909090909091,0.090909090909091,0,0.090909090909091,0,11
DB Ravi Teja,SK Trivedi,0.444444444444444,0.444444444444444,0.111111111111111,0,0,0,0,0,9
DT Christian,SK Trivedi,0.428571428571429,0.428571428571429,0,0,0,0,0,0.142857142857143,7
DB Ravi Teja,AL Menaria,0.25,0.5,0,0,0.25,0,0,0,4
DT Christian,AL Menaria,0,1,0,0,0,0,0,0,2
DB Ravi Teja,J Botha,0,0.5,0.5,0,0,0,0,0,2
DT Christian,A Singh,0.333333333333333,0.333333333333333,0,0,0.166666666666667,0,0.166666666666667,0,6
DB Ravi Teja,A Singh,0.5,0.25,0,0,0,0,0,0.25,4
DW Steyn,SK Trivedi,0.5,0.5,0,0,0,0,0,0,2
DW Steyn,STR Binny,0,1,0,0,0,0,0,0,2
DB Ravi Teja,STR Binny,0,0.5,0,0,0.25,0,0.25,0,4
DW Steyn,A Singh,0.333333333333333,0,0,0,0.333333333333333,0,0,0.333333333333333,3
A Mishra,A Singh,0,1,0,0,0,0,0,0,2
I Sharma,A Singh,0,1,0,0,0,0,0,0,1
AG Paunikar,PP Ojha,0,0.25,0.25,0,0.5,0,0,0,4
AG Paunikar,DW Steyn,0.666666666666667,0,0,0,0.222222222222222,0,0,0.111111111111111,9
AG Paunikar,I Sharma,0.833333333333333,0.166666666666667,0,0,0,0,0,0,6
R Dravid,DT Christian,0.444444444444444,0.166666666666667,0.111111111111111,0,0.166666666666667,0,0.055555555555556,0.055555555555556,18
J Botha,DW Steyn,0.529411764705882,0.294117647058824,0,0,0.117647058823529,0,0,0.058823529411765,17
J Botha,PP Ojha,0.076923076923077,0.384615384615385,0.230769230769231,0,0.230769230769231,0,0.076923076923077,0,13
J Botha,DT Christian,0.090909090909091,0.454545454545455,0.090909090909091,0.090909090909091,0.181818181818182,0,0.090909090909091,0,11
LRPL Taylor,DW Steyn,0.4,0.4,0,0.2,0,0,0,0,5
LRPL Taylor,A Mishra,0.333333333333333,0.366666666666667,0.1,0,0.033333333333333,0,0.133333333333333,0.033333333333333,30
LRPL Taylor,DT Christian,0.5,0.25,0.25,0,0,0,0,0,4
LRPL Taylor,I Sharma,0.222222222222222,0.444444444444444,0,0,0.222222222222222,0,0.111111111111111,0,9
M Vijay,RJ Harris,0.487804878048781,0.268292682926829,0.048780487804878,0.024390243902439,0.146341463414634,0,0,0.024390243902439,41
ML Hayden,RJ Harris,0.526315789473684,0.263157894736842,0,0,0.157894736842105,0,0,0.052631578947369,19
ML Hayden,RP Singh,0.391304347826087,0.217391304347826,0.043478260869565,0,0.260869565217391,0,0.086956521739131,0,23
ML Hayden,RG Sharma,0.5,0.25,0.05,0,0.1,0,0.1,0,20
M Vijay,RG Sharma,0.2,0.2,0,0.2,0.2,0,0,0.2,5
M Vijay,Harmeet Singh,0.2,0.6,0,0,0,0,0.2,0,5
ML Hayden,Harmeet Singh,0.5,0,0,0,0,0,0,0.5,2
M Vijay,DR Smith,0.307692307692308,0.384615384615385,0.153846153846154,0,0.076923076923077,0,0.076923076923077,0,13
SK Raina,A Symonds,0.352941176470588,0.411764705882353,0.058823529411765,0,0.058823529411765,0,0.058823529411765,0.058823529411765,17
MS Dhoni,A Symonds,0.375,0.4375,0.0625,0,0,0,0.0625,0.0625,16
SK Raina,RG Sharma,0.428571428571429,0.428571428571429,0,0,0,0,0,0.142857142857143,7
MEK Hussey,RG Sharma,0.2,0.6,0.2,0,0,0,0,0,5
MEK Hussey,A Symonds,0.333333333333333,0.333333333333333,0,0,0,0,0,0.333333333333333,3
S Badrinath,Harmeet Singh,0.461538461538462,0.384615384615385,0,0,0.153846153846154,0,0,0,13
R Ashwin,RJ Harris,0.142857142857143,0.571428571428571,0,0,0.142857142857143,0,0,0.142857142857143,7
SK Raina,RJ Harris,0.625,0.25,0,0,0,0,0,0.125,8
T Thushara,RJ Harris,0.4,0.2,0.2,0,0,0,0,0.2,5
R Ashwin,Harmeet Singh,0,1,0,0,0,0,0,0,2
T Thushara,Harmeet Singh,0.25,0.25,0.5,0,0,0,0,0,4
DE Bollinger,RJ Harris,0.5,0,0.5,0,0,0,0,0,2
MD Mishra,R Ashwin,0.666666666666667,0.111111111111111,0.111111111111111,0,0,0,0,0.111111111111111,9
MD Mishra,DE Bollinger,0.4375,0.25,0.0625,0,0.125,0,0.0625,0.0625,16
AC Gilchrist,DE Bollinger,0.545454545454545,0.181818181818182,0.090909090909091,0,0.090909090909091,0,0,0.090909090909091,11
AC Gilchrist,R Ashwin,0.477272727272727,0.272727272727273,0.045454545454546,0,0.136363636363636,0,0.022727272727273,0.045454545454546,44
TL Suman,R Ashwin,0.8,0,0,0.2,0,0,0,0,5
TL Suman,SB Jakati,0.375,0.4375,0.0625,0,0.0625,0,0,0.0625,16
RG Sharma,T Thushara,0,1,0,0,0,0,0,0,3
TL Suman,T Thushara,0.538461538461538,0.230769230769231,0.153846153846154,0,0.076923076923077,0,0,0,13
RG Sharma,SK Raina,0.258064516129032,0.548387096774194,0.032258064516129,0,0.032258064516129,0,0.096774193548387,0.032258064516129,31
TL Suman,SK Raina,0.1875,0.3125,0.25,0,0.1875,0,0.0625,0,16
A Symonds,SK Raina,0.375,0.625,0,0,0,0,0,0,8
A Symonds,SB Jakati,0.368421052631579,0.210526315789474,0.210526315789474,0,0.105263157894737,0,0.105263157894737,0,19
TL Suman,S Tyagi,0.333333333333333,0.111111111111111,0.111111111111111,0,0.333333333333333,0,0.111111111111111,0,9
A Symonds,T Thushara,0.5,0.5,0,0,0,0,0,0,4
DR Smith,DE Bollinger,0,1,0,0,0,0,0,0,3
A Symonds,DE Bollinger,0.285714285714286,0.571428571428571,0,0,0.142857142857143,0,0,0,7
DR Smith,T Thushara,0.25,0.25,0.25,0,0,0,0.25,0,4
JH Kallis,Z Khan,0.421875,0.3125,0.03125,0,0.171875,0,0.0625,0,64
EJG Morgan,CK Langeveldt,0,1,0,0,0,0,0,0,2
JH Kallis,CK Langeveldt,0.333333333333333,0.4,0,0,0.2,0,0,0.066666666666667,15
EJG Morgan,Z Khan,0.384615384615385,0.461538461538462,0,0,0.076923076923077,0,0,0.076923076923077,13
G Gambhir,CK Langeveldt,0.5,0.333333333333333,0,0,0,0,0,0.166666666666667,6
MK Tiwary,Z Khan,0.285714285714286,0.571428571428571,0.071428571428572,0,0,0,0,0.071428571428572,14
G Gambhir,S Aravind,0.4,0.28,0,0,0.2,0,0,0.12,25
YK Pathan,S Aravind,0.263157894736842,0.421052631578947,0.052631578947369,0,0.157894736842105,0,0.052631578947369,0.052631578947369,19
MK Tiwary,S Aravind,0.2,0.666666666666667,0.066666666666667,0,0.066666666666667,0,0,0,15
YK Pathan,A Mithun,0.5,0.166666666666667,0,0,0.166666666666667,0,0.166666666666667,0,6
MK Tiwary,CH Gayle,0,1,0,0,0,0,0,0,2
YK Pathan,CH Gayle,0.25,0.25,0.25,0,0,0,0.25,0,4
MK Tiwary,V Kohli,0,0.666666666666667,0,0,0.333333333333333,0,0,0,3
YK Pathan,V Kohli,0,0.666666666666667,0,0,0,0,0.333333333333333,0,3
MV Boucher,CK Langeveldt,0,1,0,0,0,0,0,0,1
MK Tiwary,CK Langeveldt,0.5,0.5,0,0,0,0,0,0,2
CH Gayle,B Lee,0.37037037037037,0.222222222222222,0,0,0.333333333333333,0,0.037037037037037,0.037037037037037,27
LA Pomersbach,JD Unadkat,0,0.5,0,0,0.5,0,0,0,2
CH Gayle,JD Unadkat,0.142857142857143,0.428571428571429,0.071428571428572,0,0.142857142857143,0,0.214285714285714,0,14
LA Pomersbach,B Lee,0.571428571428571,0.285714285714286,0.142857142857143,0,0,0,0,0,7
LA Pomersbach,JH Kallis,0.333333333333333,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0,0.166666666666667,6
V Kohli,B Lee,0.5,0.3125,0,0,0.1875,0,0,0,16
V Kohli,Iqbal Abdulla,0.583333333333333,0.25,0,0,0.166666666666667,0,0,0,12
AB de Villiers,Iqbal Abdulla,0.333333333333333,0.5,0,0,0.166666666666667,0,0,0,6
M Kaif,JH Kallis,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,3
M Kaif,Iqbal Abdulla,0.25,0.25,0.5,0,0,0,0,0,4
M Kaif,L Balaji,0.2,0.5,0.3,0,0,0,0,0,10
M Kaif,JD Unadkat,0.4,0,0.2,0,0.2,0,0,0.2,5
KB Arun Karthik,JD Unadkat,0,1,0,0,0,0,0,0,1
AB de Villiers,JD Unadkat,0.777777777777778,0.111111111111111,0,0,0,0,0.111111111111111,0,9
KB Arun Karthik,Iqbal Abdulla,0.5,0,0,0,0,0,0,0.5,2
SS Tiwary,Iqbal Abdulla,0.666666666666667,0.333333333333333,0,0,0,0,0,0,3
MDKJ Perera,B Kumar,0.5,0,0,0,0,0,0,0.5,2
R Dravid,AB Dinda,0.368421052631579,0.368421052631579,0.052631578947369,0,0.210526315789474,0,0,0,19
R Dravid,AD Mathews,0.3125,0.34375,0.0625,0,0.1875,0,0,0.09375,32
R Dravid,Yuvraj Singh,0.185185185185185,0.555555555555556,0.111111111111111,0,0.111111111111111,0,0,0.037037037037037,27
AM Rahane,MR Marsh,0,0.666666666666667,0,0,0.333333333333333,0,0,0,3
R Dravid,MR Marsh,0.4,0.2,0,0,0.4,0,0,0,5
STR Binny,R Sharma,0.375,0.25,0.125,0,0.125,0,0.125,0,8
BJ Hodge,AD Mathews,0.333333333333333,0.666666666666667,0,0,0,0,0,0,6
DH Yagnik,Yuvraj Singh,0.25,0.25,0,0,0.5,0,0,0,4
DH Yagnik,R Sharma,0.4,0.2,0.2,0,0,0,0,0.2,5
JP Faulkner,R Sharma,1,0,0,0,0,0,0,0,1
JP Faulkner,AD Mathews,0.25,0.5,0.25,0,0,0,0,0,4
JP Faulkner,B Kumar,0.181818181818182,0.272727272727273,0,0,0.272727272727273,0,0.090909090909091,0.181818181818182,11
BJ Hodge,AB Dinda,0,1,0,0,0,0,0,0,2
RV Uthappa,Harmeet Singh (2),0.166666666666667,0.5,0,0,0.333333333333333,0,0,0,6
AJ Finch,Harmeet Singh (2),0.5,0.125,0.125,0,0.125,0,0.125,0,8
RV Uthappa,S Sreesanth,0.166666666666667,0.277777777777778,0.166666666666667,0,0.055555555555556,0,0.333333333333333,0,18
AJ Finch,S Sreesanth,0.6,0.2,0,0,0,0,0.2,0,5
RV Uthappa,JP Faulkner,0.366666666666667,0.333333333333333,0.133333333333333,0,0.1,0,0,0.066666666666667,30
AJ Finch,JP Faulkner,0.48,0.28,0.04,0,0.16,0,0,0.04,25
LRPL Taylor,JP Faulkner,0.333333333333333,0.666666666666667,0,0,0,0,0,0,3
AJ Finch,KK Cooper,0.45,0.3,0.05,0,0.1,0,0.05,0.05,20
LRPL Taylor,SK Trivedi,0.222222222222222,0.666666666666667,0,0,0,0,0.111111111111111,0,9
AJ Finch,SK Trivedi,0.3,0.35,0.2,0,0.15,0,0,0,20
LRPL Taylor,Harmeet Singh (2),0.636363636363636,0.090909090909091,0.090909090909091,0,0,0,0.090909090909091,0.090909090909091,11
Yuvraj Singh,SK Trivedi,0.414634146341463,0.341463414634146,0.073170731707317,0.024390243902439,0,0,0.097560975609756,0.048780487804878,41
Yuvraj Singh,KK Cooper,0.444444444444444,0.444444444444444,0,0,0.111111111111111,0,0,0,9
AD Mathews,KK Cooper,0.166666666666667,0.5,0.166666666666667,0,0.166666666666667,0,0,0,6
MS Bisla,DW Steyn,0.6,0.225,0,0.025,0.15,0,0,0,40
MS Bisla,Anand Rajan,0.714285714285714,0.142857142857143,0,0,0.142857142857143,0,0,0,7
G Gambhir,Anand Rajan,0.384615384615385,0.230769230769231,0.307692307692308,0,0,0,0,0.076923076923077,13
G Gambhir,NLTC Perera,0.230769230769231,0.769230769230769,0,0,0,0,0,0,13
MS Bisla,NLTC Perera,0.285714285714286,0.142857142857143,0,0,0.428571428571429,0,0,0.142857142857143,7
JH Kallis,NLTC Perera,0.1,0.8,0,0,0.1,0,0,0,10
JH Kallis,Anand Rajan,0.6,0.4,0,0,0,0,0,0,5
G Gambhir,DJG Sammy,0.428571428571429,0.428571428571429,0,0,0.142857142857143,0,0,0,7
JH Kallis,DJG Sammy,0.333333333333333,0,0,0,0.666666666666667,0,0,0,3
EJG Morgan,A Mishra,0.142857142857143,0.714285714285714,0,0,0.095238095238095,0,0.047619047619048,0,21
JH Kallis,A Mishra,0.390243902439024,0.463414634146341,0.048780487804878,0.024390243902439,0.024390243902439,0,0,0.048780487804878,41
EJG Morgan,KV Sharma,0.5,0.166666666666667,0,0,0.166666666666667,0,0,0.166666666666667,6
JH Kallis,KV Sharma,0.555555555555556,0.333333333333333,0.111111111111111,0,0,0,0,0,9
YK Pathan,KV Sharma,0.275862068965517,0.344827586206897,0.068965517241379,0,0.03448275862069,0,0.241379310344828,0.03448275862069,29
YK Pathan,NLTC Perera,0.25,0.5,0.0625,0,0.125,0,0.0625,0,16
JH Kallis,DW Steyn,0.478260869565217,0.173913043478261,0.043478260869565,0,0.217391304347826,0,0,0.086956521739131,23
