A Nehra,0,JEC Franklin,5,3,0,0,0,2,0,1,0,6
A Nehra,0,SR Tendulkar,5,6,3,2,0,2,0,0,1,14
A Nehra,0,RG Sharma,4,9,15,5,1,4,0,3,2,39
A Nehra,0,KD Karthik,5,13,14,1,0,6,0,1,3,38
A Nehra,0,KA Pollard,4,10,6,1,0,2,0,5,2,26
A Nehra,0,Harbhajan Singh,0,1,3,0,0,0,0,0,1,5
A Nehra,0,AT Rayudu,5,5,7,3,0,1,0,2,3,21
A Nehra,0,NLTC Perera,0,4,1,0,0,0,0,0,1,6
A Nehra,0,Mandeep Singh,5,4,3,1,0,6,0,0,0,14
A Nehra,0,SE Marsh,4,13,9,2,0,5,0,0,1,30
A Nehra,0,DJ Hussey,5,6,6,0,0,0,0,1,1,14
A Nehra,0,Azhar Mahmood,5,1,0,0,0,1,0,0,1,3
A Nehra,0,DA Miller,4,4,9,1,0,2,0,0,0,16
A Nehra,0,MJ Guptill,5,2,0,0,0,2,0,1,0,5
A Nehra,0,WP Saha,5,1,1,0,0,0,0,0,1,3
A Nehra,0,GJ Maxwell,9,7,0,1,0,2,0,0,0,10
A Nehra,0,AR Patel,5,0,1,1,0,2,0,0,0,4
A Nehra,0,LMP Simmons,4,21,10,4,0,6,0,3,0,44
A Nehra,0,PA Patel,5,12,8,1,0,13,0,0,2,36
A Nehra,0,N Rana,5,1,2,0,0,1,0,0,0,4
A Nehra,0,HH Pandya,0,3,1,0,0,0,0,0,1,5
A Nehra,0,KV Sharma,7,1,1,0,0,0,0,0,0,2
A Nehra,0,AM Nayar,7,5,2,0,0,0,0,0,2,9
A Nehra,0,SV Samson,5,1,3,0,0,0,0,0,0,4
A Nehra,0,SR Watson,4,16,12,3,0,6,0,1,2,40
A Nehra,0,SPD Smith,4,7,5,0,0,3,0,0,0,15
A Nehra,0,JP Faulkner,0,1,2,0,0,1,0,0,0,4
A Nehra,0,CA Pujara,7,2,3,0,0,2,0,0,0,7
A Nehra,0,V Sehwag,9,13,11,1,0,10,0,2,3,40
A Nehra,0,DR Smith,4,3,4,0,0,1,0,1,1,10
A Nehra,0,BB McCullum,5,15,6,0,0,4,0,1,1,27
A Nehra,0,SK Raina,4,16,7,1,0,0,0,1,1,26
A Nehra,0,RA Jadeja,5,2,9,1,0,2,0,0,1,15
A Nehra,0,DJ Bravo,5,2,4,1,0,3,0,0,1,11
A Nehra,0,Q de Kock,4,5,1,0,0,3,0,1,0,10
A Nehra,0,KK Nair,5,0,1,0,0,0,0,0,0,1
A Nehra,0,JP Duminy,4,3,9,0,0,0,0,0,0,12
A Nehra,0,RR Pant,4,2,2,0,0,0,0,0,0,4
A Nehra,0,MA Agarwal,5,8,1,0,0,2,0,0,2,13
A Nehra,0,SS Iyer,5,3,1,0,0,1,0,0,1,6
A Nehra,0,KM Jadhav,5,1,3,0,0,2,0,1,0,7
A Nehra,0,Yuvraj Singh,5,6,2,0,0,0,0,0,0,8
A Nehra,0,SS Tiwary,5,2,3,0,0,1,0,1,1,8
A Nehra,0,RT Ponting,6,1,1,0,0,0,0,0,0,2
A Nehra,0,MEK Hussey,4,13,6,0,1,0,0,0,0,20
A Nehra,0,M Vijay,5,17,7,1,0,5,0,0,2,32
A Nehra,0,S Badrinath,5,9,9,1,0,2,0,0,1,22
A Nehra,0,MS Dhoni,4,4,16,7,0,7,0,3,1,38
A Nehra,0,AP Tare,5,1,0,0,0,0,0,0,1,2
A Nehra,0,CJ Anderson,5,6,0,0,0,1,0,0,1,8
A Nehra,0,F du Plessis,4,8,4,0,0,4,0,1,0,17
